gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
YKR070W,20.59376,-2.77587,0.43236477,1.38024e-12,1.862737e-11
YKR073C,4.858386,-1.942471,0.57560182,9.166587e-05,0.0002983256
YKR074W,382.409,-2.155186,0.27562264,5.751931e-16,1.366461e-14
YKR076W,100.9944,-1.466349,0.41206535,0.000134224,0.0004244182
YKR083C,138.0217,-1.534522,0.23196564,1.381385e-11,1.553568e-10
YKR089C,238.8373,-1.137669,0.18017537,1.589903e-10,1.457334e-09
YKR093W,342.2453,-1.050831,0.24133507,8.259051e-06,3.259935e-05
YKR097W,174.3048,-3.440723,0.85210634,9.262209e-08,5.203737e-07
YKR102W,22.36587,-1.834632,0.44835767,8.038599e-06,3.180838e-05
YLL001W,142.0858,-1.822982,0.20094643,2.811734e-20,1.404317e-18
YLL006W,64.85071,-1.17069,0.2393951,5.616082e-07,2.765746e-06
YLL007C,46.69664,-1.722015,0.36594896,6.423605e-07,3.136638e-06
YLL009C,88.14182,-1.450045,0.38882758,7.203657e-05,0.0002381073
YLL014W,48.81307,-2.56901,0.47938669,1.861196e-09,1.427517e-08
YLL016W,100.901,-1.116467,0.33303705,0.0004515013,0.001284824
YLL018C-A,9.059542,-2.626891,0.7891856,1.239315e-05,4.735529e-05
YLL023C,136.2414,-1.472688,0.40314363,9.31957e-05,0.0003025283
YLL028W,146.8802,-1.295167,0.21805671,1.422359e-09,1.111086e-08
YLL031C,63.77885,-1.968219,0.27500501,1.408587e-13,2.241033e-12
YLL041C,108.5165,-3.125107,0.55838756,5.991019e-11,5.900781e-10
YLL042C,76.11857,-1.452115,0.41925567,0.0001943933,0.0005985614
YLL052C,27.75126,-5.072876,0.7917137,2.911862e-13,4.450589e-12
YLL055W,180.2977,-1.120236,0.41086984,0.0034534,0.008085978
YLR010C,13.57388,-1.533921,0.43482102,0.0001342159,0.0004244182
YLR034C,149.7829,-2.269796,0.22145768,9.727800999999999e-26,1.045821e-23
YLR036C,68.20155,-1.658443,0.25448675,2.208264e-11,2.374071e-10
YLR038C,41.6049,-1.970654,0.38397187,4.359673e-08,2.594128e-07
YLR043C,298.1168,-1.359516,0.51181779,0.002993954,0.007139342
YLR047C,44.95745,-2.272708,0.3659527,3.703384e-11,3.819604e-10
YLR053C,86.30581,-1.694468,0.4616236,5.811172e-05,0.000195649
YLR070C,16.08265,-1.209459,0.50950233,0.008061322,0.0172339
YLR078C,39.65163,-1.327572,0.40313574,0.0004287025,0.001229878
YLR089C,181.6887,-3.284372,0.24471129,4.415951e-44,4.668396e-41
YLR090W,48.59928,-1.408651,0.2640147,4.09224e-08,2.451094e-07
YLR092W,125.4707,-1.034119,0.4088287,0.006699471,0.01463318
YLR093C,135.7911,-1.060322,0.20560694,1.556497e-07,8.46729e-07
YLR099C,60.73644,-1.228057,0.2714656,3.162994e-06,1.341998e-05
YLR100W,134.5686,-3.022027,0.31764007,6.1487119999999996e-24,5.533458e-22
YLR113W,108.6946,-1.437936,0.22674461,9.60463e-11,9.065799e-10
YLR120C,196.5535,-1.920779,0.38299418,9.013916e-08,5.068729e-07
YLR125W,18.32261,-1.007246,0.47441461,0.01959453,0.03789272
YLR128W,20.88498,-1.988345,0.41579106,2.44152e-07,1.277769e-06
YLR142W,181.0324,-3.093129,0.52728166,1.324434e-11,1.494819e-10
YLR149C,161.3086,-1.664553,0.46164424,7.873664e-05,0.0002589044
YLR152C,167.5545,-2.172329,0.30165459,6.008508e-14,1.010927e-12
YLR153C,145.683,-1.981713,0.31337433,4.08837e-11,4.169217e-10
YLR164W,108.1986,-2.117258,0.49916006,2.02086e-06,8.913987e-06
YLR173W,290.1083,-2.793469,0.34856174,1.0698180000000001e-17,3.444596e-16
YLR174W,149.9452,-4.623634,0.48574841,5.049996e-24,4.68278e-22
YLR177W,476.2112,-1.477929,0.33883757,4.846927e-06,1.998963e-05
YLR178C,297.1258,-2.567144,0.38682593,7.85515e-13,1.109693e-11
YLR199C,16.08842,-1.252073,0.40153113,0.0008594802,0.002311994
YLR201C,28.44629,-1.346527,0.3974688,0.000299282,0.0008920797
YLR203C,48.67662,-1.036487,0.26677011,6.34322e-05,0.0002120446
YLR206W,140.4927,-1.436329,0.19666577,1.203739e-13,1.937897e-12
YLR207W,62.69884,-1.202518,0.21599235,1.411522e-08,9.278014e-08
YLR218C,123.0541,-1.091386,0.23222552,1.562436e-06,7.053758e-06
YLR246W,74.87341,-1.059196,0.24176591,7.252939e-06,2.906216e-05
YLR251W,29.6063,-3.126477,0.58332667,2.335476e-10,2.074779e-09
YLR262C-A,104.4067,-1.036654,0.38138159,0.003892067,0.008996858
YLR266C,115.5059,-1.810339,0.30672141,8.201133e-10,6.686348e-09
YLR267W,242.4592,-4.387026,0.86736083,3.890665e-10,3.353056e-09
YLR275W,22.6493,-1.475406,0.37622537,3.222387e-05,0.0001136796
YLR284C,28.04125,-2.009639,0.39643274,5.476936e-08,3.193034e-07
YLR304C,229.3307,-2.647158,0.25375264,3.449809e-27,4.756986e-25
YLR306W,24.58063,-1.76233,0.3996253,2.360784e-06,1.027055e-05
YLR312C,655.8804,-1.917822,0.38796588,1.307662e-07,7.193841e-07
YLR327C,377.2185,-1.387055,0.55278477,0.004230982,0.009698994
YLR328W,50.51492,-1.537541,0.29572629,7.149383e-08,4.081776e-07
YLR345W,208.0522,-1.803211,0.28403325,5.128564e-11,5.122911e-10
YLR346C,26.29062,-1.917027,0.47735615,9.012016e-06,3.537328e-05
YLR347C,69.4306,-1.270459,0.33430102,6.974319e-05,0.0002312381
YLR348C,124.2676,-2.086695,0.27783964,7.611332e-15,1.494696e-13
YLR350W,97.01646,-2.550685,0.49555742,6.192402e-09,4.354591e-08
YLR352W,132.1964,-1.10061,0.20978151,9.290921e-08,5.215249e-07
YLR356W,31.14794,-1.243519,0.46493206,0.00341082,0.008004007
YLR358C,7.443289,-1.328078,0.65947702,0.01472781,0.02943243
YLR363C,20.25515,-1.388545,0.39465898,0.0001755176,0.0005438732
YLR370C,24.09308,-1.404484,0.38768509,0.0001160947,0.0003719134
YLR377C,47.85622,-5.666243,0.58622486,1.662381e-24,1.5738030000000001e-22
YLR389C,119.842,-1.371988,0.19099977,3.154417e-13,4.76392e-12
YLR390W,31.02579,-1.241514,0.39948731,0.0009021946,0.002416647
YLR392C,130.4845,-1.353856,0.28908275,1.2748e-06,5.867964e-06
YLR393W,33.99673,-2.625966,0.47443519,5.611875e-10,4.689871e-09
YLR408C,11.62573,-1.06426,0.40817768,0.005204846,0.01162886
YLR437C,11.1552,-1.628378,0.51550316,0.0003990893,0.001155374
YLR446W,117.6036,-1.862353,0.36514264,6.636036e-08,3.812715e-07
YLR450W,245.8888,-1.633959,0.18988105,2.517993e-18,8.824103e-17
YLR459W,51.16771,-1.081938,0.3923345,0.003292148,0.007751335
YML001W,52.36111,-1.347643,0.35575143,6.628062e-05,0.0002205761
YML003W,30.8875,-2.205421,0.4141319,8.111718e-09,5.617099e-08
YML005W,39.04175,-1.646274,0.26875408,2.805114e-10,2.460974e-09
YML042W,129.7548,-2.915712,0.56182645,1.223389e-09,9.675753e-09
YML052W,55.77338,-2.078874,0.46616644,8.670448e-07,4.141314e-06
YML054C,233.3045,-2.754281,0.47322398,6.411427e-11,6.275877e-10
YML070W,106.1517,-1.61465,0.29307901,1.154289e-08,7.723262e-08
YML075C,273.2431,-1.253264,0.38876814,0.0006020936,0.001674301
YML079W,56.78205,-1.146062,0.44889562,0.005482609,0.01220062
YML081C-A,44.13261,-1.352695,0.46722169,0.001509799,0.003842959
YML083C,32.58149,-1.271056,0.43305093,0.001508061,0.003841538
YML086C,35.4649,-1.060766,0.34646223,0.001297112,0.003352722
YML087C,116.7683,-3.506401,0.43168071,3.348428e-19,1.406561e-17
YML091C,427.0876,-1.614895,0.23612624,2.645208e-12,3.382773e-11
YML100W,453.6209,-1.019668,0.40062837,0.006516295,0.01424289
YML110C,70.73666,-1.260628,0.45800299,0.002657772,0.00638812
YML116W,92.9563,-1.350999,0.27979588,6.262787e-07,3.062826e-06
YML120C,38.56062,-2.00235,0.40931369,1.371041e-07,7.522937e-07
YML121W,20.48143,-1.234287,0.39737992,0.0009158601,0.002448083
YML128C,215.041,-1.715388,0.39550959,3.597903e-06,1.515372e-05
YML129C,41.5514,-2.100522,0.46646288,6.683657e-07,3.258604e-06
YML131W,33.98534,-1.810654,0.58801735,0.0003353784,0.0009834975
YMR006C,136.0915,-1.858653,0.33700916,7.068961e-09,4.938152e-08
YMR008C,160.2985,-1.761275,0.32355381,1.286806e-08,8.528955e-08
YMR008C-A,8.384259,-2.933201,0.74071499,4.294295e-07,2.161803e-06
YMR013C,39.10532,-1.201097,0.34176726,0.0002277956,0.0006936665
YMR020W,75.20259,-1.16743,0.28431864,2.209953e-05,8.033082e-05
YMR034C,29.26067,-1.059323,0.28000075,9.380447e-05,0.0003040377
YMR040W,395.3844,-1.238935,0.36087021,0.0002932357,0.0008757033
YMR041C,35.90243,-1.112833,0.32338759,0.0003289399,0.0009679732
YMR054W,96.90705,-1.201837,0.20746375,3.788511e-09,2.746345e-08
YMR056C,290.5212,-1.468191,0.24570887,9.258841e-10,7.424631e-09
YMR058W,23.72799,-1.017461,0.42771807,0.01024519,0.02134863
YMR064W,73.33663,-1.688493,0.28599721,1.019181e-09,8.15216e-09
YMR069W,24.97947,-1.387456,0.48706513,0.001641753,0.004124215
YMR070W,126.6471,-1.413903,0.27991611,1.857815e-07,9.986544e-07
YMR071C,99.2997,-1.126639,0.32646479,0.0003126789,0.0009263532
YMR073C,44.98211,-1.356693,0.24742816,1.921129e-08,1.228399e-07
YMR081C,289.9409,-3.263058,0.45758873,1.491375e-15,3.319226e-14
YMR082C,3.495551,-1.873465,1.10776811,0.00475887,0.01075366
YMR084W,28.67292,-2.451974,0.70882082,1.392534e-05,5.27649e-05
YMR090W,359.1164,-1.884059,0.41517741,1.00534e-06,4.737645e-06
YMR105C,857.906,-1.906478,0.35181365,1.087033e-08,7.311825e-08
YMR105W-A,11.27428,-4.111166,1.29664571,1.291672e-06,5.941319e-06
YMR107W,59.58508,-1.477812,0.7796231,0.01266364,0.0257536
YMR110C,129.267,-2.236397,0.34705868,9.307911e-12,1.077374e-10
YMR119W,86.09914,-2.166147,0.25543783,2.408226e-18,8.533732000000001e-17
YMR126C,131.213,-2.750029,0.33252512,1.578925e-18,5.755816e-17
YMR135C,68.34168,-1.705829,0.32105231,2.924052e-08,1.795476e-07
YMR139W,203.5932,-1.547846,0.24552616,1.052124e-10,9.901522e-10
YMR145C,210.9336,-2.036039,0.29130213,3.982762e-13,5.958175e-12
YMR149W,26.22377,-3.031256,0.48491455,1.471046e-12,1.972695e-11
YMR150C,38.49189,-4.811215,0.62087623,2.5395620000000003e-17,7.389193e-16
YMR154C,74.59625,-2.18697,0.23940241,6.6946289999999996e-21,4.0060409999999996e-19
YMR158W,23.0705,-1.469338,0.39128112,6.319222e-05,0.0002114073
YMR164C,124.6548,-1.013343,0.20184135,3.322663e-07,1.701021e-06
YMR169C,260.6879,-2.595318,0.53476941,2.332819e-08,1.467963e-07
YMR171C,102.3824,-1.484946,0.22858813,3.280943e-11,3.434161e-10
YMR174C,32.27707,-2.820733,0.64659197,1.051804e-07,5.842026e-07
YMR175W,276.2272,-4.209314,0.84922581,6.251007e-10,5.183025e-09
YMR175W-A,198.2186,-3.615317,0.89175568,6.680548e-08,3.834816e-07
YMR178W,130.8338,-1.5979,0.35854027,2.598462e-06,1.121228e-05
YMR180C,135.2606,-1.55251,0.21244556,9.969627e-14,1.625639e-12
YMR181C,82.99155,-1.291628,0.4590182,0.0021181,0.005205388
YMR182C,62.58191,-1.850957,0.45284901,7.886906e-06,3.126665e-05
YMR188C,647.7757,-1.366398,0.20195159,6.145613e-12,7.232212e-11
YMR194C-B,443.7327,-3.6948,0.35717929,2.203154e-28,3.881834e-26
YMR195W,126.8799,-3.421306,0.38318329,3.473103e-22,2.318936e-20
YMR196W,822.9165,-2.044307,0.36251553,2.245267e-09,1.697465e-08
YMR206W,179.2354,-5.068244,0.45863517,1.67646e-30,4.253515e-28
YMR228W,18.40418,-1.244235,0.3704843,0.0003809876,0.001104986
YMR244C-A,36.54259,-1.008193,0.30163354,0.0005213008,0.001465696
YMR251W,13.60929,-1.3924,0.57331762,0.005138096,0.01149187
YMR251W-A,528.7316,-1.3156,0.49818013,0.003360713,0.007901039
YMR252C,52.75367,-4.927327,0.65281836,1.300105e-16,3.421811e-15
YMR253C,198.2454,-2.305126,0.26122435,7.787965e-20,3.45448e-18
YMR254C,9.577279,-1.973872,0.51306437,1.519392e-05,5.706039e-05
YMR256C,32.54651,-2.566359,0.6610215,1.959207e-06,8.666144e-06
YMR258C,398.6802,-3.307988,0.31885676,3.263216e-28,5.174645e-26
YMR261C,221.4441,-1.760462,0.27749435,5.725989e-11,5.657313e-10
YMR262W,116.3463,-2.600652,0.25586626,6.817495999999999e-26,7.722031e-24
YMR271C,88.56608,-2.91632,0.60614714,8.789724e-09,6.033898e-08
YMR272C,86.48472,-1.132975,0.33989501,0.0004746275,0.001343401
YMR280C,294.5396,-1.768356,0.40352374,2.640995e-06,1.138806e-05
YMR281W,39.34095,-1.075008,0.43573046,0.007574888,0.01629834
YMR291W,134.4572,-1.074565,0.2113278,2.252528e-07,1.188668e-06
YMR292W,22.61907,-1.540959,0.44280286,0.0001576179,0.0004924978
YMR293C,49.43603,-1.072727,0.34909981,0.001234855,0.003211433
YMR297W,542.9759,-1.885823,0.30641245,1.488589e-10,1.370409e-09
YMR303C,73.28741,-1.604721,0.40236155,1.976011e-05,7.257577e-05
YMR313C,176.7043,-1.26781,0.21695706,2.616151e-09,1.960541e-08
YMR319C,238.5893,-2.528741,0.25127183,2.560817e-25,2.5380100000000002e-23
YNCA0003W,575.8662,-1.163998,0.38218454,0.001218478,0.003172745
YNCA0006C,88.96818,-24.73722,2.95753967,2.3189510000000003e-17,6.873415e-16
YNCB0001W,22.63651,-2.480616,5.59119988,0.001322455,0.003411278
YNCB0010W,4880.447,-2.304679,0.21938692,6.0043250000000004e-27,8.103284e-25
YNCB0011C,189.5,-4.08801,0.57402832,8.471921e-16,1.961219e-14
YNCB0013W,40.94518,-1.744961,0.56977038,0.0004155149,0.001197461
YNCB0017C,46.67795,-17.25999,6.56460197,3.617946e-06,1.521792e-05
YNCC0004C,163.3305,-2.41723,0.38275884,1.153172e-11,1.31557e-10
YNCC0013W,4.652627,-1.870339,0.74696381,0.001329616,0.003426963
YNCD0006W,234.4126,-23.53653,2.75029562,4.840985e-18,1.616125e-16
YNCD0007C,56.49244,-3.251985,0.56590618,1.676085e-11,1.848941e-10
YNCD0008W,576.5682,-1.959211,0.40488176,1.989244e-07,1.063022e-06
YNCD0016C,160.3828,-6.056423,0.6712519,1.796794e-22,1.310007e-20
YNCD0024C,18.75321,-2.521067,0.60984708,8.230797e-07,3.964157e-06
YNCD0032C,4397.873,-3.312465,0.32090708,5.568216e-28,8.157643999999999e-26
YNCD0034C,57.11863,-3.759293,0.47278707,1.1110200000000002e-18,4.1699410000000006e-17
YNCE0007C,3224.996,-2.286523,0.34492395,2.324378e-12,2.996652e-11
YNCE0017W,1599.146,-1.975165,0.25860703,3.770909e-15,7.972958e-14
YNCE0019W,1773.383,-1.419026,0.37706119,6.607443e-05,0.0002200053
YNCE0024W,11039.62,-2.691553,0.26014459,6.924339e-27,8.784217000000001e-25
YNCE0028C,339.1824,-4.786878,0.54999108,1.0908699999999999e-20,6.12335e-19
YNCF0003C,109.7451,-1.151882,0.37356559,0.001091978,0.00287642
YNCF0009C,55.29623,-2.067658,2.06262096,0.001570488,0.003973516
YNCF0012C,22.14277,-2.727176,6.32637345,0.001177745,0.003078054
YNCG0007C,19.86358,-2.636064,6.19062929,0.001248577,0.003244459
YNCG0013W,942.7957,-2.142106,0.31400464,9.707768e-13,1.356308e-11
YNCG0015C,72.01177,-2.353704,0.45073537,8.630269e-09,5.937288e-08
YNCG0017W,29.90938,-2.338703,5.7237737,0.001537776,0.003906333
YNCG0024W,3449.291,-2.649763,0.36793273,1.05809e-14,2.021526e-13
YNCG0025C,29.11434,-2.780766,6.40469675,0.001139144,0.002987016
YNCG0028W,61.0115,-2.58241,0.34368467,1.372537e-15,3.098222e-14
YNCG0039W,16.60185,-1.942603,5.03519201,0.002146315,0.005262496
YNCH0004C,1223.219,-2.25323,0.44156455,2.258446e-08,1.426825e-07
YNCH0007W,2.832732,-1.636646,1.40781978,0.008293492,0.01767662
YNCH0011W,17.52196,-1.616885,0.5485329,0.0007880921,0.002132623
YNCH0016C,13.45044,-1.420448,1.48687939,0.01117327,0.02305532
YNCI0007C,93.57034,-23.05844,3.24880051,5.443937e-13,7.974801e-12
YNCI0012,194.1219,-1.394619,0.24584392,6.192203e-09,4.354591e-08
YNCI0013W,115.7526,-1.114076,0.4645685,0.008660751,0.01838525
YNCJ0008W,1280.475,-6.394576,0.60445641,8.923253e-30,1.9517310000000002e-27
YNCJ0015W,136.5101,-24.8851,3.87803489,5.024809e-11,5.027186e-10
YNCJ0016C,22.50632,-21.7693,4.02792015,1.527037e-08,9.954772e-08
YNCJ0025W,28.97721,-2.189475,0.52065076,1.889991e-06,8.377508e-06
YNCK0003W,110.5901,-2.926742,0.50453205,3.616989e-11,3.736574e-10
YNCK0004W,56.38838,-23.51178,4.48534408,2.90682e-08,1.786624e-07
YNCK0008W,32.93582,-4.443646,8.41510337,0.0005181066,0.001458655
YNCK0014W,140.3012,-24.04255,3.99849054,6.546635e-10,5.39991e-09
YNCK0020C,232.9658,-1.63796,0.26468134,1.915784e-10,1.72611e-09
YNCL0004C,19.00013,-2.249934,5.57650257,0.001646562,0.004133021
YNCL0006W,21775.01,-2.523979,0.50463357,1.45127e-08,9.499187e-08
YNCL0007W,21.74302,-3.284298,6.60992497,0.0007964775,0.002154395
YNCL0039W,4.659083,-2.317794,1.47005609,0.001300339,0.003358326
YNCL0041C,212.6589,-1.14416,0.43659024,0.004550465,0.01034167
YNCL0043C,23.65963,-1.609016,0.4809134,0.0002226088,0.0006788499
YNCM0001W,315.2096,-1.024166,0.29629549,0.0003395557,0.0009937516
YNCM0002C,106.27,-1.62204,0.31030472,5.382586e-08,3.146705e-07
YNCM0011W,497.0703,-3.398399,0.57628456,4.64023e-12,5.574428e-11
YNCM0013W,113.9884,-1.08131,0.4344449,0.007087243,0.01535327
YNCM0015W,56.23994,-1.171001,0.3631974,0.0006653461,0.001826175
YNCM0024W,86.56634,-24.17656,2.87865338,1.8090940000000002e-17,5.543518e-16
YNCM0030W,317.5593,-3.484958,0.37631659,1.382554e-23,1.138901e-21
YNCM0031W,1241.809,-3.02855,0.38664482,1.6219140000000002e-17,5.04304e-16
YNCM0032C,32.3253,-5.459742,0.81182265,3.321792e-14,5.952013e-13
YNCM0034C,16002.86,-2.112022,0.31915492,4.248139e-12,5.152188e-11
YNCM0036C,55.34061,-1.085197,0.46763032,0.01096974,0.02265745
YNCN0001W,1602.299,-1.874526,0.36963352,7.510144e-08,4.272363e-07
YNCN0016C,18.82854,-5.013615,1.45917078,1.941108e-07,1.039903e-06
YNCN0018W,1208.717,-1.748865,0.40922333,4.45324e-06,1.846203e-05
YNCO0007W,15.05529,-1.629983,0.53751254,0.0005923986,0.001648787
YNCO0014C,948.8631,-1.627194,0.46449657,0.0001233839,0.0003938721
YNCO0015C,36.2157,-1.134366,0.41410778,0.003268931,0.007699528
YNCO0017W,25.0707,-3.348477,7.17470209,0.0008317526,0.002241209
YNCO0022C,2920.063,-1.828661,0.38723051,4.761055e-07,2.374164e-06
YNCO0024C,449.6477,-2.365887,0.43342307,2.297819e-09,1.735127e-08
YNCO0026W,382.8243,-1.7578,0.38849494,1.409315e-06,6.426515e-06
YNCO0027C,366.921,-1.008716,0.41747978,0.009373153,0.01966068
YNCP0002W,165.3093,-1.014986,0.25582871,4.605399e-05,0.0001579883
YNCP0012W,113.7468,-1.587353,1.1475424,0.01320969,0.02667591
YNCP0013C,9247.804,-1.391554,0.37042097,7.059763e-05,0.0002337165
YNCP0014C,1680.048,-5.524833,0.78544981,4.104079e-15,8.535139e-14
YNCP0025W,80.0857,-1.44768,0.26675365,2.343508e-08,1.471769e-07
YNCP0026W,123.1431,-3.947543,0.27093492,2.441528e-51,7.743306999999999e-48
YNL003C,149.2712,-1.439621,0.28955447,2.703603e-07,1.406805e-06
YNL006W,193.9023,-1.102522,0.43275662,0.005880025,0.01300453
YNL011C,209.426,-1.338111,0.21685374,3.237962e-10,2.825088e-09
YNL014W,306.8234,-1.452878,0.47818863,0.0008201975,0.002213835
YNL015W,72.59541,-1.918671,0.42987618,1.303548e-06,5.987258e-06
YNL024C-A,6.569209,-1.565367,0.66271169,0.004143809,0.009533616
YNL026W,67.58542,-1.389153,0.31245065,3.740039e-06,1.571064e-05
YNL030W,130.8319,-1.112474,0.46659439,0.008996715,0.01899673
YNL031C,44.75596,-1.282937,0.44341763,0.001687369,0.004215431
YNL035C,16.78595,-1.086027,0.36201982,0.001544442,0.003918558
YNL036W,89.25254,-2.799053,0.43437963,1.072164e-12,1.484876e-11
YNL038W,72.12042,-1.003814,0.32387556,0.001211867,0.003158123
YNL045W,218.782,-2.663713,0.22786527,2.641197e-33,7.977672e-31
YNL046W,10.00346,-1.663576,0.53716695,0.0004505974,0.001282827
YNL052W,23.14542,-3.785974,0.71987488,1.27022e-10,1.17965e-09
YNL055C,508.3135,-1.027177,0.38055205,0.004157924,0.009559157
YNL070W,13.23929,-2.846985,0.67568895,1.880361e-07,1.009064e-06
YNL073W,69.65461,-1.24616,0.31217523,3.286004e-05,0.0001156666
YNL081C,43.95274,-1.624743,0.34675072,8.447138e-07,4.046842e-06
YNL092W,66.74126,-1.502433,0.40370923,6.828394e-05,0.000226767
YNL093W,32.68945,-1.211466,0.58435628,0.01629223,0.03217361
YNL098C,178.8782,-1.142171,0.37844732,0.001367374,0.003515708
YNL100W,119.2308,-1.367951,0.22776715,8.718662e-10,7.062896e-09
YNL101W,62.45108,-1.815728,0.3039979,5.291184e-10,4.439415e-09
YNL111C,11.08479,-1.917395,0.581205,0.0001262037,0.0004020642
YNL115C,385.4041,-2.038953,0.44340082,5.122474e-07,2.540411e-06
YNL116W,143.6955,-1.581243,0.35148699,2.200834e-06,9.660823e-06
YNL117W,52.82357,-3.709037,0.62354131,2.19323e-12,2.84492e-11
YNL122C,26.12746,-2.014674,0.50724167,8.310024e-06,3.275978e-05
YNL144C,860.4799,-1.045729,0.34649893,0.00151994,0.003862571
YNL148C,7.144472,-1.180079,0.57747989,0.01831682,0.03571583
YNL155C-A,1108.998,-1.207817,0.29077124,1.721653e-05,6.393703e-05
YNL156C,69.28255,-1.000268,0.40270888,0.007882111,0.01689633
YNL158W,29.65799,-2.008461,0.42002874,2.321039e-07,1.220759e-06
YNL159C,82.89073,-1.958375,0.30497155,2.294123e-11,2.458044e-10
YNL160W,272.4642,-3.009466,0.5606972,3.294275e-10,2.870273e-09
YNL173C,1584.685,-1.378529,0.27113264,1.635234e-07,8.865206e-07
YNL184C,33.47356,-3.965615,0.66233225,1.651909e-12,2.196658e-11
YNL190W,11.3703,-2.034952,0.67798512,0.0002255162,0.0006873856
YNL193W,1378.241,-2.731381,0.33640298,5.9960470000000005e-18,1.96046e-16
YNL194C,263.0144,-3.97422,0.6677949,2.073341e-12,2.70917e-11
YNL195C,70.40025,-1.797402,0.4527023,1.442413e-05,5.439492e-05
YNL200C,205.9974,-1.501706,0.51808458,0.001153027,0.003018428
YNL214W,26.2737,-2.564275,0.39890555,3.154158e-12,3.946119e-11
YNL222W,152.8372,-2.343284,0.3162284,7.470798e-15,1.476239e-13
YNL223W,87.19276,-2.197622,0.24544979,3.409609e-20,1.663627e-18
YNL231C,478.4764,-1.911439,0.41865636,8.284173e-07,3.983814e-06
YNL241C,78.85368,-1.460296,0.26454839,1.366826e-08,9.012239e-08
YNL259C,182.7245,-1.216414,0.52554534,0.009246261,0.01946533
YNL275W,148.399,-1.130619,0.18551443,6.45773e-10,5.333513e-09
YNL280C,184.175,-1.684491,0.25624999,1.447804e-11,1.613958e-10
YNL301C,98.83262,-1.127939,0.32821942,0.0003292222,0.0009681299
YNL320W,14.28802,-1.417206,0.45250184,0.000644337,0.001775425
YNL321W,133.3921,-1.55291,0.18730418,4.1733410000000004e-17,1.176511e-15
YNR001C,501.8567,-1.431758,0.31065503,1.645341e-06,7.412214e-06
YNR002C,150.9983,-4.520389,0.45271657,4.235759e-26,5.069324e-24
YNR004W,10.5015,-2.662832,0.70865298,2.303056e-06,1.006774e-05
YNR014W,85.41392,-1.255086,0.39324936,0.0006698815,0.001837828
YNR019W,299.1521,-2.19602,0.32017193,6.422958e-13,9.238282e-12
YNR032C-A,31.09279,-2.17213,0.4266676,3.100224e-08,1.896309e-07
YNR034W-A,4939.781,-5.038311,0.80336734,6.549628e-13,9.399161e-12
YNR036C,29.71246,-1.991322,0.39131867,5.191811e-08,3.049227e-07
YNR045W,109.0343,-1.868376,0.29944296,9.039386e-11,8.583357e-10
YNR060W,35.28696,-1.199721,0.3922334,0.001117907,0.002934969
YNR061C,32.21503,-3.08891,0.43846213,5.133643e-15,1.043676e-13
YNR067C,162.8898,-1.147781,0.44680378,0.005236479,0.01169542
YNR069C,52.89979,-1.55799,0.36520601,6.552081e-06,2.645439e-05
YNR071C,15.31002,-2.157047,0.68304123,9.715458e-05,0.000313614
YNR074C,17.88744,-1.4027,0.40963042,0.0002418257,0.0007324096
YNR075W,145.4782,-4.54663,0.45782464,7.749280000000001e-26,8.623453e-24
YOL013C,77.19309,-1.79308,0.2640001,2.699235e-12,3.444918e-11
YOL014W,25.86935,-1.133617,0.46596494,0.007706508,0.01655346
YOL016C,303.2453,-1.190912,0.32416765,0.0001259257,0.0004013804
YOL018C,52.69187,-1.088163,0.26187027,1.933042e-05,7.112116e-05
YOL026C,38.76769,-1.373928,0.31938549,7.343338e-06,2.936872e-05
YOL030W,48.70584,-1.372328,0.33458261,1.764612e-05,6.541751e-05
YOL048C,93.95564,-1.984289,0.50377581,1.030546e-05,4.00782e-05
YOL049W,61.55656,-1.280309,0.28443817,3.315264e-06,1.404724e-05
YOL053W,63.54557,-1.336602,0.36175541,9.69807e-05,0.0003132121
YOL056W,8.091611,-1.156461,0.50208076,0.01040014,0.02161471
YOL059W,92.48066,-2.037388,0.52810859,1.221571e-05,4.678999e-05
YOL060C,83.40892,-2.170293,0.32355289,1.959176e-12,2.567574e-11
YOL062C,58.74566,-1.60036,0.29836259,2.656344e-08,1.650264e-07
YOL072W,24.85459,-1.953705,0.39186898,9.680655e-08,5.410079e-07
YOL082W,71.64284,-1.648699,0.28347503,1.845392e-09,1.417109e-08
YOL084W,168.5547,-3.044847,0.39580421,4.596865000000001e-17,1.278856e-15
YOL085C,10.11177,-2.934957,0.74425781,4.57985e-07,2.289203e-06
YOL086W-A,30.54088,-2.601969,0.44657505,1.145032e-10,1.069652e-09
YOL088C,46.49594,-2.342963,0.30013668,3.54785e-16,8.622226e-15
YOL096C,55.7853,-1.439834,0.4173649,0.0002083005,0.0006379769
YOL101C,396.261,-3.217791,0.39527466,6.250951999999999e-19,2.478112e-17
YOL105C,91.9108,-2.935149,0.31012194,1.482218e-23,1.205347e-21
YOL108C,485.9996,-1.420471,0.21860589,3.528279e-11,3.656842e-10
YOL109W,483.5062,-1.344034,0.28301894,9.368271e-07,4.441177e-06
YOL110W,59.32925,-2.186755,0.30923447,1.472645e-13,2.335246e-12
YOL111C,127.5665,-1.630555,0.24003255,3.5528e-12,4.392868e-11
YOL113W,157.9436,-1.095811,0.19483654,1.125878e-08,7.549092e-08
YOL117W,150.2026,-1.026528,0.28581743,0.0002043762,0.0006268657
